13.8 3.5 12.0 15.5 19.5 10.2
8.0 13.0 23.5 2.8 4.2 20.8
20.8 3.2 15.2 17.2 11.0 9.8
19.2 8.5 8.5 0.5 23.2 6.0
6.2 7.0 12.2 23.0 0.8 2.0
11.0 21.8 15.8 15.5 5.8 24.5
22.5 5.0 1.5 19.8 8.0 7.5
18.2 22.8 10.2 9.0 0.0 23.2
15.8 24.0 4.2 14.0 7.5 20.2
9.2 14.0 8.8 22.5 17.2 8.8
8.0 13.5 21.8 15.2 20.2 24.8
5.2 19.2 11.8 13.5 24.8 9.0
23.2 1.8 21.2 3.0 16.8 4.0
16.2 13.2 6.8 14.8 24.5 23.5
5.8 1.8 14.8 4.8 18.8 3.2
11.8 17.0 19.8 20.8 20.2 21.5
12.8 12.2 21.0 24.0 17.8 23.5
5.8 24.8 2.2 4.2 13.8 17.5
12.2 19.8 15.5 12.8 1.5 24.0
14.0 4.0 12.8 4.5 2.8 5.8
24.5 0.0 19.5 20.0 18.8 13.2
19.2 7.5 14.5 10.2 21.5 4.2
23.2 10.0 15.5 9.2 23.0 5.0
7.5 21.5 15.8 11.2 17.5 24.8
0.5 15.8 22.2 10.2 23.8 21.0
19.2 2.5 21.8 6.0 0.5 21.5
10.8 4.2 20.5 5.2 13.0 3.0
8.2 16.2 24.5 9.5 4.8 2.5
13.0 4.2 17.0 6.5 15.2 1.2
9.8 23.5 10.0 24.8 12.0 5.0
14.5 19.8 19.8 17.2 17.8 16.0
1.5 3.0 24.2 1.0 4.0 24.5
19.8 0.0 10.0 20.8 12.2 16.2
12.8 3.2 7.2 21.0 15.5 7.2
15.0 8.5 3.0 0.2 3.0 8.0
9.0 23.0 3.8 11.0 20.5 15.0
1.5 2.5 18.0 5.5 15.5 15.5
17.2 24.5 0.8 8.5 4.0 15.2
5.2 6.2 0.5 6.0 23.2 11.2
20.5 4.5 0.5 19.8 12.8 18.2
23.2 14.2 18.8 13.0 19.2 6.8
2.5 15.2 23.2 19.8 18.5 16.8
1.5 11.2 23.5 16.8 17.0 15.8
0.5 13.5 2.0 8.0 21.5 12.2
15.0 13.0 5.5 0.2 4.8 18.2
19.5 17.5 21.8 21.8 9.8 21.5
0.0 16.5 22.2 15.2 7.0 10.5
21.2 9.0 20.2 11.2 12.2 20.0
24.0 7.8 20.5 8.0 22.0 3.8
17.5 23.8 0.8 13.2 7.8 12.0
